Category,Description,Cholesterol,Sugar
CAMPBELL SOUP COMP,"CAMPBELL SOUP COMP,CHNKY MICRO BOWL,GRLD CHIC W/VEG&PSTA,RTS",6,0.819999993
SOUP,"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK",13,0
SOUP,"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK",7,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CHNKY MICRO BOWL,NEW ENGL CLM CHOW,RTS",6,0.819999993
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CHUNKY MICRO BOWLS,OLD FASH VEG BF,RTS",6,1.629999995
CAMPBELL SOUP,"CAMPBELL SOUP,CHUNKY MICRO BOWLS,SIRL BRGER W/CNTRY VEG,RTS",6,1.629999995
SOUP,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK",9,0
SOUP,"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",10,2.619999886
SAUCE,"SAUCE,WHITE,THIN,PREPARED-FROM-RECIPE,W/ BUTTER",8,5.289999962
SAUCE,"SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE",1,10.81000042
CAMPBELL SOUP,"CAMPBELL SOUP,CAMPBELL'S RED & WHITE,CHICK W/ RICE SOUP,COND",4,0.790000021
CAMPBELL SOUP,"CAMPBELL SOUP,CAMPBELL'S RED&WHITE,CHICK WON TON SOUP,COND",8,0.790000021
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ASPARAGUS SOUP,COND",4,1.610000014
SOUP,"SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND",5,0.569999993
SOUP,"SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND",7,0.370000005
SOUP,"SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND",1,2.130000114
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE BF GRAVY",0,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE CRM GRAVY",8,1.690000057
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S COUNTRY STYLE SAUSAGE GRAVY",17,1.690000057
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE CHICK GRAVY",8,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S GOLDEN PORK GRAVY",8,1.690000057
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S MUSHROOM GRAVY",8,1.690000057
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S FAT FREE TURKEY GRAVY",8,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE BF GRAVY",0,1.690000057
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE CHICK GRAVY",8,1.669999957
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S TURKEY GRAVY",0,1.690000057
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,FRANCO-AMERICN FAT FR SLW RST BF GRAVY",8,0
CAMPBELL COMPANY,"CAMPBELL COMPANY,FRANCO-AMERICAN FT FE SLW RST CHICK GRVY",8,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST BF GRAVY",8,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST CHICK GRAVY",8,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,FRANCO-AMERICAN SLOW RST TURKEY GRAVY",8,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S MICROWAVABLE TURKEY GRAVY",0,1.669999957
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF BROCCOLI SOUP,COND",4,2.420000076
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF CELERY SOUP,COND",4,0.810000002
CAMPBELL,"CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF CHICK SOUP,COND",8,0.810000002
CAMPBELL,"CAMPBELL,CAMPBELL'S RED&WHITE,CRM OF CHIC W/ HERBS SOUP,COND",4,0.810000002
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF MUSHROOM SOUP,COND",4,0.810000002
CAMPBELL,"CAMPBELL,CAMPBELLS RED&WHITE,CRM OF MSHRM W/ RSTD GARLC,COND",0,0.810000002
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF ONION SOUP,COND",4,3.230000019
CAMPBELL,"CAMPBELL, CAMPBELL'S RED & WHITE,CRM OF POTATO SOUP,COND",4,0.810000002
CAMPBELL,"CAMPBELL,CAMPBELL'S RED & WHITE,CRM OF SHRIMP SOUP,COND",8,0
CAMPBELL,"CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK NOODLE SOUP,COND",12,0.810000002
CAMPBELL,"CAMPBELL,CAMPBELL'S RED&WHITE,CREAMY CHICK VERDE SOUP,COND",8,0.810000002
COMPANY,"COMPANY,CAMPBELL'S RED & WHITE,CURLY NOODLE SOUP,COND",12,1.590000033
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,DANNY PHANTOM SHAPED PASTA",4,0.790000021
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,DORA THE EXPLORER SOUP,COND",4,0.790000021
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,DOUBLE NOODLE IN CHICK BROTH SOP,COND",8,1.590000033
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,OLD FASHIONED TOMATO RICE SOUP,COND",4,7.940000057
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,FIESTA NACHO CHS SOUP,COND",8,1.610000014
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,FRENCH ONION SOUP,COND",4,3.170000076
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,GOLDEN MUSHROOM SOUP,COND",4,0.810000002
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ CHICK",8,1.590000033
SOUP,"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK",9,0
SOUP,"SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",4,6.53000021
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,GOLDFISH PASTA W/ MEATBALL",8,0.790000021
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,GRN PEA SOUP,COND",0,4.690000057
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,HEARTY VEG W/ PASTA SOUP,COND",0,6.349999905
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,HOMESTYLE CHICK NOODLE SOUP,COND",8,0.790000021
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,MANHATTAN CLAM CHOWDER,COND",4,1.590000033
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,MEGA NOODLE IN CHICK BROTH,COND",12,1.590000033
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,MINESTRONE SOUP,COND",4,2.380000114
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,NEW ENGLAND CLAM CHOWDER,COND",4,0.790000021
COMPANY,"COMPANY,CAMPBELL'S RED & WHITE,OYSTER STEW,COND",16,0
SOUP COMPANY,"SOUP COMPANY,CAMPBELL'S RED & WHITE,PEPPER POT SOUP,COND",20,0.790000021
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHT,SCOTCH BRTH,COND",4,0.810000002
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,STHWEST STYLE PEPPER JCK SP,COND",4,2.420000076
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,VEGETARIAN VEG SOUP,COND",0,4.760000229
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG SOUP,COND",4,5.559999943
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,VEG BF SOP,COND",4,1.590000033
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S RED & WHITE,TOMATO SOP,COND",0,9.680000305
CAMPBELL SOUP,"CAMPBELL SOUP,CAMPBELL'S RED & WHITE,TOMATO BISQUE,COND",4,11.89999962
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,SPLIT PEA W/ HAM & BACON SOUP,COND",4,3.130000114
CAMPBELL'S RED & WHITE,"CAMPBELL'S RED & WHITE,SOUTHWESTERN-STYLE CHICK VEG SOP,COND",4,2.380000114
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,BKD POTATO CHEDDAR BACON BITS SOUP",2,1.25
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,BKD POTATO W/ STEAK & CHS SOUP",6,1.220000029
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,BARBEQUE SEASONED BURGER SOUP",6,4.079999924
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,BBQ SEASONED PORK SOUP",6,2.039999962
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,BF RIB RST POTATOES HERBS SOUP",4,2.450000048
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,BF W/ COUNTRY VEG SOUP",6,1.629999995
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,BF W/ WHITE & WILD RICE SOUP",4,2.039999962
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,CHICK & DUMPLINGS SOUP",12,1.220000029
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,CHICK BROCCOLI CHS & POTATO SOUP",6,0.819999993
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,CHICK CORN CHOWDER",10,1.629999995
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,CHICK MUSHROOM CHOWDER",10,1.629999995
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,CLASSIC CHICK NOODLE SOUP",8,0.819999993
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,FAJITA CHICK W/ RICE & BNS SOUP",6,2.859999895
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,FIREHOUSE - HOT SPICY BF BEAN CHILI",12,4.489999771
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK SAUSAGE GUMBO SOUP",6,1.629999995
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,GRILLED CHICK VEG & PASTA SOUP",6,0.819999993
SOUP,"SOUP,CRM OF ASPARAGUS,CND,PREP W/ EQ VOLUME H2O",2,0
SOUP,"SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O",0,1.24000001
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,GRILLED SIRLOIN STEAK HEARTY VEG SP",4,1.629999995
SOUP,"SOUP,BEAN W/ PORK,CND,PREP W/ EQ VOLUME H2O",1,1.470000029
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST CHICK NOODLE SOUP",8,0.819999993
SOUP,"SOUP,BEAN W/ FRANKFURTERS,CND,PREP W/ EQ VOLUME H2O",5,0
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HEALTHY REQUEST VEG SOUP",0,3.269999981
SOUP,"SOUP,BF NOODLE,CND,PREP W/ EQ VOLUME H2O",2,1.029999971
SOUP,"SOUP,CRM OF CELERY,CND,PREP W/ EQ VOLUME H2O",6,0
SOUP,"SOUP,CHS,CND,PREP W/ EQ VOLUME H2O",12,0
SOUP,"SOUP,CHICK W/ DUMPLINGS,CND,PREP W/ EQ VOLUME H2O",14,0.330000013
SOUP,"SOUP,CHICK BROTH,CND,PREP W/ EQ VOLUME H2O",0,0.289999992
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HEARTY BEAN 'N' HAM SOUP",4,2.039999962
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HEARTY BF BARLEY SOUP",4,2.039999962
SOUP,"SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME H2O",4,0
SOUP,"SOUP,CHICK GUMBO,CND,PREP W/ EQ VOLUME H2O",2,1.019999981
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HEARTY CHICK W/ VEG SOUP",6,1.220000029
SOUP,"SOUP,CHICK NOODLE,CND,PREP W/ EQ VOLUME H2O",5,0.270000011
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HEARTY VEG W/ PASTA SOUP",2,3.670000076
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HERB RSTD CHICK POTATOES GARLIC SOUP",6,1.629999995
SOUP,"SOUP,CHICK W/ RICE,CND,PREP W/ EQ VOLUME H2O",3,0.079999998
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,HONEY RSTD HAM W/ POTATOES SOUP",6,2.859999895
SOUP,"SOUP,CHICK VEG,CND,PREP W/ EQ VOLUME H2O",4,0.540000021
SOUP,"SOUP,CHILI BF,CND,PREP W/ EQ VOLUME H2O",5,2.49000001
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,ITALIAN SAUSAGE & PEPPERS SOUP",8,3.269999981
SOUP,"SOUP,CLAM CHOWDER,MANHATTAN,CND,PREP W/EQ VOLUME H2O",1,1.320000052
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,MANHATTEN CLAM CHOWDER",2,1.629999995
SOUP,"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/ EQ VOLUME H2O",3,0.189999998
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,NEW ENGLAND CLAM CHOWDER",4,0.819999993
SOUP,"SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/ EQ VOLUME H2O",0,0
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED POTATO HAM CHOWDER",6,0.409999996
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,OLD FASHIONED VEG BF SOUP",6,1.629999995
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,PEPPER STEAK SOUP",6,1.629999995
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,PORK RST CARROTS POTATOES SOUP",6,1.220000029
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,ROADHOUSE - BF BEAN CHILI",12,4.489999771
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SALISBURY STEAK MUSHRMS ONIONS SOUP",6,2.450000048
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SAVORY CHICK WHITE WILD RICE SOUP",4,0.409999996
SOUP,"SOUP,MINESTRONE,CND,PREP W/ EQ VOLUME H2O",1,0
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SAVORY POT RST SOUP",6,1.629999995
SOUP,"SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O",0,0
SOUP,"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",0,0.720000029
SOUP,"SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O",3,0
SOUP,"SOUP,ONION,CND,PREP W/ EQ VOLUME H2O",0,1.330000043
SOUP,"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O",6,0
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SAVORY VEG SOUP",0,2.450000048
SOUP,"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O",6,0
SOUP,"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O",0,3.190000057
SOUP,"SOUP,PEA,SPLIT W/ HAM,CND,PREP W/ EQ VOLUME H2O",3,0
SOUP,"SOUP,PEPPERPOT,CND,PREP W/ EQ VOLUME H2O",4,0
SOUP,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O",2,0
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SIZZLIN' STEAK- GRLD STK CHILI BNS",6,3.670000076
SOUP,"SOUP,SCOTCH BROTH,CND,PREP W/ EQ VOLUME H2O",2,0.25999999
SOUP,"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME H2O",7,0.239999995
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SLOW RSTD BF W/ MUSHROOMS SOUP",6,2.039999962
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SMOKED CHICK W/ RSTD CORN CHOWDER",6,1.220000029
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,SPLIT PEA 'N' HAM SOUP",4,2.039999962
SOUP,"SOUP,STOCKPOT,CND,PREP W/ EQ VOLUME H2O",2,0
SOUP,"SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O",2,0.730000019
CAMPBELL'S CHUNKY SOUPS,"CAMPBELL'S CHUNKY SOUPS,STEAK 'N' POTATO SOUP",6,0.819999993
SOUP,"SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O",1,2.950000048
CAMPBELL'S CHNKY SOUPS,"CAMPBELL'S CHNKY SOUPS,TANTALIZIN' TRKY - TRKY CHILI BNS SP",6,3.670000076
SOUP,"SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O",2,0
SOUP,"SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O",1,0
SOUP,"SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O",0,1.570000052
SOUP,"SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O",2,0.449999988
SOUP,"SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O",1,0.819999993
SOUP,"SOUP,BEAN W/ BACON,DRY,MIX,PREP W/ H2O",1,0.230000004
SOUP,"SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O",0,0.200000003
SOUP,"SOUP,BF BROTH,CUBED,PREP W/H2O",0,0.200000003
SOUP,"SOUP,CHICK BROTH OR BOUILLON,DRY,PREP W/ H2O",0,0.289999992
SOUP,"SOUP,CHICK BROTH CUBES,DRY,PREP W/ H2O",0,0
SOUP,"SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O",1,1.590000033
SOUP,"SOUP,CHICK RICE,DRY,MIX,PREP W/ H2O",1,0.289999992
SOUP,"SOUP,CONSOMME W/ GELATIN,DRY,MIX,PREP W/ H2O",0,0.449999988
SOUP,"SOUP,MUSHROOM,DRY,MIX,PREP W/ H2O",0,0.180000007
SOUP,"SOUP,ONION,DRY,MIX,PREP W/ H2O",0,0.200000003
SOUP,"SOUP,OXTAIL,DRY,MIX,PREP W/ H2O",0,0.980000019
CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CHICK NOODLE SOUP",6,0
SOUP,"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",2,3.900000095
SOUP,"SOUP,TOMATO VEG,DRY,MIX,PREP W/ H2O",0,0.99000001
SOUP,"SOUP,VEG BF,DRY,MIX,PREP W/ H2O",0,0.360000014
CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,CHICK RICE SOUP",2,0.409999996
CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,"CAMPBELL'S RED & WHITE - MCRWVEABLE BOWLS,CREAMY TOMATO SOUP",2,6.53000021
CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,TOMATO SOUP",0,7.349999905
CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,"CAMPBELL'S RED & WHITE - MICROWAVEABLE BOWLS,VEG BF SOUP",4,0.819999993
CAMPBELL'S SEL GOLD LABEL SOUPS,"CAMPBELL'S SEL GOLD LABEL SOUPS,BLNDED RED PEPP BLK BEAN SP",2,4.079999924
CAMPBELL'S SEL GOLD LABEL SOUPS,"CAMPBELL'S SEL GOLD LABEL SOUPS,CRMY PORTOBELLO MSHRM SOUP",4,0.819999993
CAMPBELL'S SEL GOLD LABEL SOUPS,"CAMPBELL'S SEL GOLD LABEL SOUPS,GOLDEN BUTTERNUT SQSH SOUP",2,3.269999981
CAMPBELL'S SEL MCRWVABLE BOWLS,"CAMPBELL'S SEL MCRWVABLE BOWLS,98% FT FR NEW ENGL CLAM CHDER",4,0.409999996
CAMPBELL'S SEL MCRWVABLE BOWLS,"CAMPBELL'S SEL MCRWVABLE BOWLS,CHICK W/ EGG NOODLES SOUP",8,0.819999993
CAMPBELL'S SEL MCRWVABLE BWLS,"CAMPBELL'S SEL MCRWVABLE BWLS,ITAL SSGE PSTA & PEPRNI SOUP",6,2.039999962
CAMPBELL'S SEL MCRWVABLE BOWLS,"CAMPBELL'S SEL MCRWVABLE BOWLS,ITALIAN-STYLE WEDDING SOUP",6,2.039999962
CAMPBELL'S SEL MCRWVABLE BOWLS,"CAMPBELL'S SEL MCRWVABLE BOWLS,MEX STYLE CHICK TORTILLA SOUP",4,1.220000029
CAMPBELL'S SEL MICROWAVEABLE BOWLS,"CAMPBELL'S SEL MICROWAVEABLE BOWLS,MINESTRONE SOUP",2,2.039999962
CAMPBELL'S SEL MCRWVABLE BOWLS,"CAMPBELL'S SEL MCRWVABLE BOWLS,SVRY CHK & LONG GRN RICE SOUP",4,1.220000029
SOUP,"SOUP,CHICK NOODLE,DRY,MIX,PREP W/ H2O",4,0.310000002
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,98% FAT FREE NEW ENGLAND CLAM CHOWDER",4,0.819999993
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,BF W/ RSTD BARLEY SOUP",4,1.629999995
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,CHICK & PASTA W/ RSTD GARLIC SOUP",6,0.819999993
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,CHICK VEG MEDLEY SOUP",4,1.629999995
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,CREAMY CHICK ALFREDO SOUP",4,0.409999996
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,HEALTHY REQUEST MEX STYLE CHICK TORTILLA",4,0.819999993
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,ITALIAN SAUSAGE W/ PASTA PEPPERONI SOUP",6,2.039999962
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,ITALIAN-STYLE WEDDING SOUP",6,1.220000029
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,MEDITERRANEAN MEATBALL BOWTIE PASTA SOUP",6,1.629999995
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,MEXICAN STYLE CHICK TORTILLA SOUP",4,0.409999996
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,MINESTRONE SOUP",0,2.039999962
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,NEW ENGLAND CLAM CHOWDER",4,0.409999996
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,POTATO BROCCOLI CHS SOUP",2,0.819999993
SOUP,"SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",3,0
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,RSTD CHICK W/ LONG GRAIN WILD RICE SOUP",6,0.819999993
SOUP,"SOUP,CHICK MUSHROOM,CND,PREP W/ EQ VOLUME H2O",4,0
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,RSTD CHICK W/ ROTINI & PENNE PASTA SOUP",4,0.819999993
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,SAVORY WHITE BEAN W/ RSTD HAM SOUP",2,1.629999995
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,SLOW RSTD BF & VEG SOUP",4,1.629999995
CAMPBELL'S SEL SOUP,"CAMPBELL'S SEL SOUP,SPLIT PEA W/ RSTD HAM SOUP",2,2.039999962
SOUP,"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O",2,0
SOUP,"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",0,3.970000029
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,TOMATO GARDEN SOUP",2,4.900000095
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S SEL SOUP,VEG MEDLEY SOUP",0,2.450000048
SOUP,"SOUP,RAMEN NOODLE,ANY FLAVOR,DRY",0,0.730000019
SOUP,"SOUP,BROCCOLI CHS,CND,COND,COMM",4,2.119999886
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,BLENDED VEG MEDLEY SOUP",2,2.950000048
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,CHICK & STARS SOUP",2,0.330000013
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,CHICK W/ MINI NOODLES SOUP",3,0.660000026
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,CRM OF BROCCOLI SOUP",2,0.980000019
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,CREAMY CHICK SOUP",2,0.330000013
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,CREAMY TOMATO SOUP",2,7.539999962
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,ITALIAN STYLE WEDDING SOUP",3,0.980000019
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,NEW ENGLAND CLAM CHOWDER",2,0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S SOUP AT HAND,VEG BF SOUP",2,1.639999986
CAMPBELL'S SOUP AT HAND,"CAMPBELL'S SOUP AT HAND,VELVETY POTATO SOUP",2,1.639999986
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,CHIPOTLE CHUNKY SALSA",0,6.25
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,CILANTRO CHUNKY SALSA",0,6.25
