Category,Description,Cholesterol,Sugar
RICE,"RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR",0,0.119999997
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,WO/SALT",0,0.050000001
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY",0,0.330000013
RICE,"RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD",0,0.109999999
RICE,"RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR",0,0
RICE,"RICE,WHITE,MEDIUM-GRAIN,CKD,UNENR",0,0
RICE,"RICE,WHITE,SHORT-GRAIN,RAW,UNENR",0,0
RICE,"RICE,WHITE,SHORT-GRAIN,CKD,UNENR",0,0
SEMOLINA,"SEMOLINA,UNENRICHED",0,0
WHEAT FLR,"WHEAT FLR,WHITE,ALL-PURPOSE,UNENR",0,0.270000011
MACARONI,"MACARONI,DRY,UNENRICHED",0,2.670000076
NOODLES,"NOODLES,EGG,CKD,UNENR,W/ SALT",29,0.400000006
SPAGHETTI,"SPAGHETTI,CKD,UNENR,W/ SALT",0,0.560000002
CORNMEAL,"CORNMEAL,DEGERMED,UNENR,WHITE",0,1.659999967
SPAGHETTI,"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)",0,0
RICE,"RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT",0,0.050000001
WHEAT FLR,"WHEAT FLR,WHITE,ALL-PURPOSE,ENR,UNBLEACHED",0,0.270000011
SPAGHETTI,"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)",0,0
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,ENR",0,0.540000021
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,UNENR",0,0.540000021
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,ENR",0,0.49000001
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,UNENR",0,0.49000001
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,UNBLEACHED,ENR",0,0.49000001
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,ENR",0,1.120000005
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,UNENR",0,1.120000005
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,UNBLEACHED,ENR",0,1.120000005
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,ENR",0,1.100000024
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,UNENR",0,1.100000024
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,ENR",0,0.920000017
WHEAT FLR,"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,UNENR",0,0.920000017
No Category,FAST FOODS  BISCUIT  W/ EGG,180,0
FAST FOODS,"FAST FOODS,BISCUIT,W/EGG&BACON",235,2.190000057
FAST FOODS,"FAST FOODS,BISCUIT,W/EGG&HAM",156,2.200000048
BREAKFAST ITEMS,"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",161,0.949999988
FAST FOODS,"FAST FOODS,BISCUIT W/ EGG & STEAK",184,0
FAST FOODS,"FAST FOODS,BISCUIT,W/EGG,CHS,&BACON",166,1.74000001
FAST FOODS,"FAST FOODS,BISCUIT,W/HAM",22,1.970000029
FAST FOODS,"FAST FOODS,BISCUIT,W/SAUSAGE",28,1.590000033
FAST FOODS,"FAST FOODS,CROISSANT,W/EGG&CHS",170,0
FAST FOODS,"FAST FOODS,CROISSANT,W/EGG,CHS,&BACON",167,0
FAST FOODS,"FAST FOODS,CROISSANT,W/EGG,CHS,&HAM",140,0
FAST FOODS,"FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE",135,0
FAST FOODS,"FAST FOODS,DANISH PASTRY,CHS",22,0
FAST FOODS,"FAST FOODS,DANISH PASTRY,CINN",31,0
FAST FOODS,"FAST FOODS,DANISH PASTRY,FRUIT",20,0
FAST FOODS,"FAST FOODS,EGG,SCRAMBLED",426,1.639999986
FAST FOODS,"FAST FOODS,ENG MUFFIN,W/BUTTER",20,0
FAST FOODS,"FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE",43,1.980000019
FAST FOODS,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON",168,1.840000033
FAST FOODS,"FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE",163,1.49000001
FAST FOODS,"FAST FOODS,FRENCH TOAST W/ BUTTER",86,0
FAST FOODS,"FAST FOODS,FRENCH TOAST STKS",0,9.890000343
FAST FOODS,"FAST FOODS,PANCAKES W/BUTTER&SYRUP",25,0
FAST FOODS,"FAST FOODS,POTATOES,HASHED BROWN",0,0.239999995
FAST FOODS,"FAST FOODS,BROWNIE",16,0
FAST FOODS,"FAST FOODS,ICE MILK,VANILLA,SOFT-SERVE,W/CONE",27,16.45000076
FAST FOODS,"FAST FOODS,COOKIES,ANIMAL CRACKERS",16,0
FAST FOODS,"FAST FOODS,COOKIES,CHOC CHIP",21,0
FAST FOODS,"FAST FOODS,SUNDAE,CARAMEL",16,0
FAST FOODS,"FAST FOODS,SUNDAE,HOT FUDGE",13,0
FAST FOODS,"FAST FOODS,SUNDAE,STRAWBERRY",14,0
FAST FOODS,"FAST FOODS,CHICK,BREADED&FRIED,DK MEAT (DRUMSTK OR THIGH)",112,0
FAST FOODS,"FAST FOODS,CHICK,BREADED&FRIED,LT MEAT (BREAST OR WING)",91,0
FAST FOODS,"FAST FOODS,CHILI CON CARNE",53,0
FAST FOODS,"FAST FOODS,CLAMS,BREADED&FRIED",76,0
ENTREES,"ENTREES,CRAB CAKE",137,0
ENTREES,"ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED",34,0
FAST FOODS,"FAST FOODS,OYSTERS,BATTERED OR BREADED,&FRIED",78,0
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG",0,0
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHS&EGG",45,0
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHICK",33,0
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/PASTA&SEAFOOD",12,0
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/SHRIMP",76,0
FAST FOODS,"FAST FOODS,SALAD,VEG TOSSED,WO/DRSNG,W/TURKEY,HAM&CHS",43,0
FAST FOODS,"FAST FOODS,SCALLOPS,BREADED&FRIED",75,0
FAST FOODS,"FAST FOODS,SHRIMP,BREADED&FRIED",122,0
FAST FOODS,"FAST FOODS,BURRITO,W/BNS",2,0
FAST FOODS,"FAST FOODS,BURRITO,W/BNS&CHS",15,0
FAST FOODS,"FAST FOODS,BURRITO,W/BNS&CHILI PEPPERS",16,0
FAST FOODS,"FAST FOODS,BURRITO,W/BNS&MEAT",21,0
FAST FOODS,"FAST FOODS,BURRITO,W/BNS,CHS,&BF",61,0
FAST FOODS,"FAST FOODS,BURRITO,W/BNS,CHS,&CHILI PEPPERS",47,0
FAST FOODS,"FAST FOODS,BURRITO,W/BF",29,0
FAST FOODS,"FAST FOODS,BURRITO,W/BF&CHILI PEPPERS",27,0
FAST FOODS,"FAST FOODS,BURRITO,W/BF,CHS,&CHILI PEPPERS",56,0
FAST FOODS,"FAST FOODS,BURRITO,W/FRUIT (APPL OR CHERRY)",5,0
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF",5,0
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF&CHS",28,0
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF&RED CHILI PEPPERS",5,0
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF,CHS,&RED CHILI PEPPERS",28,0
FAST FOODS,"FAST FOODS,ENCHILADA,W/CHS",27,0
FAST FOODS,"FAST FOODS,ENCHILADA,W/CHS&BF",21,0
FAST FOODS,"FAST FOODS,ENCHIRITO,W/CHS,BF,&BNS",26,0
FAST FOODS,"FAST FOODS,FRIJOLES W/CHS",22,0
FAST FOODS,"FAST FOODS,NACHOS,W/CHS",16,0
FAST FOODS,"FAST FOODS,NACHOS,W/CHS&JALAPENO PEPPERS",41,0
FAST FOODS,"FAST FOODS,NACHOS,W/CHS,BNS,GROUND BF,&PEPPERS",8,0
FAST FOODS,"FAST FOODS,NACHOS,W/CINN&SUGAR",36,0
FAST FOODS,"FAST FOODS,TACO",33,0
FAST FOODS,"FAST FOODS,TACO SALAD",22,0
FAST FOODS,"FAST FOODS,TACO SALAD W/CHILI CON CARNE",2,0
FAST FOODS,"FAST FOODS,TOSTADA,W/BNS&CHS",21,0
FAST FOODS,"FAST FOODS,TOSTADA,W/BNS,BF,&CHS",33,0
FAST FOODS,"FAST FOODS,TOSTADA,W/BF&CHS",25,0
No Category,TOSTADA WITH GUACAMOLE,15,0
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY; PLN",41,5.46999979
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT",39,5.239999771
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG",34,0
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; PLN",55,4.019999981
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY,W/ CONDMNT & VEG",36,0
FST FOODS,"FST FOODS, CHSBRGR, REG, DOUBLE PATTY BUN, PLAIN",41,5.46999979
FAST FOODS,"FAST FOODS,CHSEBURGER; DBLE,REG,PATTY & BN; W/ CONDMNT & VEG",41,0
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",56,3.829999924
FAST FOODS,"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",50,4.630000114
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",34,4
FAST FOODS,"FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",48,0
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG",55,0
FAST FOODS,"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",63,3.289999962
FAST FOODS,"FAST FOODS,CHICK FILLET SNDWCH,PLN",33,0
FAST FOODS,"FAST FOODS,CHICK FILLET SNDWCH,W/CHS",34,0
FAST FOODS,"FAST FOODS,EGG&CHS SNDWCH",199,0
FAST FOODS,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU",35,0
FAST FOODS,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS",37,0
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN",33,5.789999962
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT",29,5.21999979
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT & VEG",24,0
FAST FOODS,"FAST FOODS,HAMBURGER; DOUBLE,REG,PATTY; PLN",47,4.150000095
FAST FOODS,"FAST FOODS,HAMBURGER; DOUBLE,REG PATTY; W/ CONDMNT",48,0
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; PLN",52,0
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",40,0
FAST FOODS,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATTY; W/ CONDMNT & VEG",54,0
FAST FOODS,"FAST FOODS,HAMBURGER,LRG,TRIPLE PATTY,W/CONDMNT",55,0
FAST FOODS,"FAST FOODS,HAM&CHS SNDWCH",40,0
FAST FOODS,"FAST FOODS,HAM,EGG,&CHS SNDWCH",172,0
FAST FOODS,"FAST FOODS,HOTDOG,PLAIN",45,0
FAST FOODS,"FAST FOODS,HOTDOG,W/CHILI",45,0
FAST FOODS,"FAST FOODS,HOTDOG,W/CORN FLR COATING (CORNDOG)",45,0
FAST FOODS,"FAST FOODS,RST BF SNDWCH,PLN",37,0
SANDWICHES&BURGERS,"SANDWICHES&BURGERS,RST BF SNDWCH W/CHS",44,0
SANDWICHES&BURGERS,"SANDWICHES&BURGERS,STEAK SNDWCH",36,0
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/COLD CUTS",16,0
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/RST BF",34,0
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/TUNA SALAD",19,0
FAST FOODS,"FAST FOODS,COLESLAW",5,0
FAST FOODS,"FAST FOODS,CORN ON THE COB W/BUTTER",4,0
FAST FOODS,"FAST FOODS,HUSH PUPPIES",173,0
FAST FOODS,"FAST FOODS,ONION RINGS,BREADED&FRIED",17,0
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU",6,0
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BACON",10,0
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BROCCOLI",6,0
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&CHILI",8,0
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",8,0
FST FOODS,"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",0,0.689999998
FAST FOODS,"FAST FOODS,POTATO,MASHED",2,0
SIDE DISHES,"SIDE DISHES,POTATO SALAD",60,0
BURGER KING,"BURGER KING,VANILLA SHAKE",31,11.67000008
FAST FOODS,"FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT",40,3.670000076
PIZZA,"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",14,3.569999933
PIZZA,"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",16,5.090000153
PIZZA,"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",16,0
PIZZA,"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",19,0
McDONALD'S,"McDONALD'S,  Hamburger",27,6.579999924
FAST FOODS,"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",55,0.879999995
FAST FOODS,"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETUCE,TOMATO & MAYO",29,0
MCDONALD'S,"MCDONALD'S, FLT-O-FSH",28,2.650000095
MCDONALD'S,"MCDONALD'S, CHEESEBURGER",35,6.21999979
MCDONALD'S,"MCDONALD'S,QUARTER POUNDER",39,5.130000114
MCDONALD'S,"MCDONALD'S,QUARTER POUNDER W/ CHS",47,4.909999847
MCDONALD'S,"MCDONALD'S,BIG MAC",36,3.970000029
MCDONALD'S,"MCDONALD'S,FRENCH FR",0,0.200000003
WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,NO CHS",35,0
WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",38,0
WENDY'S,"WENDY'S,JR. HAMBURGER,WO/ CHS",27,0
WENDY'S,"WENDY'S,JR. HAMBURGER,W/ CHS",36,0
WENDY'S,"WENDY'S,CLASSIC DOUBLE,W/ CHS",51,0
WENDY'S,"WENDY'S,HOMESTYLE CHICK FILLET SNDWCH",31,0
WENDY'S,"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",40,0
WENDY'S,"WENDY'S,CHICK NUGGETS",50,0
WENDY'S,"WENDY'S,FRENCH FR",0,0
WENDY'S,"WENDY'S,FROSTY DAIRY DSSRT",16,0
BURGER KING,"BURGER KING, French Fries",0,0.689999998
BURGER KING,"BURGER KING, Hamburger",35,4.849999905
BURGER KING,"BURGER KING, CHSBRGR",45,4.489999771
BURGER KING,"BURGER KING, WHOPPER, no cheese",30,4.21999979
BURGER KING,"BURGER KING, WHOPPER, with cheese",36,4.110000134
Burger king,"Burger king, double whopper no cheese",46,3.519999981
BURGER KING,"BURGER KING, DOUBLE WHOPPPER, with cheese",47,3.609999895
BURGER KING,"BURGER KING, Chicken Tenders",52,0.119999997
BURGER KING,"BURGER KING,CHICK WHOPPER SNDWCH",31,3.390000105
BURGER KING,"BURGER KING,ORIGINAL CHICK SNDWCH",31,2.710000038
TACO BELL,"TACO BELL,ORIGINAL TACO W/ BF",31,0
TACO BELL,"TACO BELL,SOFT TACO W/ BF",28,0
TACO BELL,"TACO BELL,SOFT TACO W/ CHICK",37,0
TACO BELL,"TACO BELL,SOFT TACO W/ STEAK",31,0
TACO BELL,"TACO BELL,BEAN BURRITO",9,0
TACO BELL,"TACO BELL,BURRITO SUPREME W/ BF",16,0
TACO BELL,"TACO BELL,BURRITO SUPREME W/ CHICK",21,0
TACO BELL,"TACO BELL,BURRITO SUPREME W/ STEAK",21,0
TACO BELL,"TACO BELL,NACHOS",4,0
TACO BELL,"TACO BELL,NACHOS SUPREME",19,0
TACO BELL,"TACO BELL,TACO SALAD",19,0
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,REG CRUST",24,3.369999886
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THICK CRUST",21,3.210000038
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",34,2.670000076
"PIZZA HUT 12"" PEPPERONI PIZZA","PIZZA HUT 12"" PEPPERONI PIZZA,REG CRUST",26,3.670000076
"PIZZA HUT 12"" PEPPERONI PIZZA","PIZZA HUT 12"" PEPPERONI PIZZA,THICK CRUST",25,3.200000048
"PIZZA HUT 12"" SUPER SUPREME PIZZA","PIZZA HUT 12"" SUPER SUPREME PIZZA,REG CRUST",20,3.710000038
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",13,3.569999933
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",14,3.279999971
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",21,3.170000076
"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",22,3.450000048
"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",17,3.25999999
No Category,"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza",20,3.299999952
"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",19,5.320000172
"PAPA JOHN'S 14"" PEPPERONI PIZZA","PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",26,4.840000153
"PAPA JOHN'S 14"" THE WORKS PIZZA","PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",21,4.840000153
"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",28,3.849999905
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA","LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",24,4.019999981
"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA","LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",28,3.75999999
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA","LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",31,3.74000001
"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",23,3.660000086
"LITTLE CAESARS 14"" PEPPERONI PIZZA","LITTLE CAESARS 14"" PEPPERONI PIZZA,LRG DEEP DISH CRUST",26,3.390000105
"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",39,2.75999999
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,REG CRUST",26,3.160000086
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THICK CRUST",29,2.599999905
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",41,2.519999981
"PIZZA HUT 14"" PEPPERONI PIZZA","PIZZA HUT 14"" PEPPERONI PIZZA,REG CRUST",29,3.200000048
"PIZZA HUT 14"" PEPPERONI PIZZA","PIZZA HUT 14"" PEPPERONI PIZZA,THICK CRUST",32,2.420000076
"PIZZA HUT 14"" SUPER SUPREME PIZZA","PIZZA HUT 14"" SUPER SUPREME PIZZA,REG CRUST",28,3.039999962
FST FD,"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",21,4.019999981
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",24,3.180000067
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",35,3.079999924
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",27,3.809999943
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",28,3.019999981
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",27,3.730000019
Egg,"Egg, Cheese and Sausage Griddle Cake Sandwich",132,7.900000095
No Category,Sausage Griddle Cake Sandwich,24,11.22999954
Egg,"Egg, Cheese and Bacon Griddle Cake Sandwich",147,9.56000042
MCDONALD'S,"MCDONALD'S,CHICK SELECTS PREMIUM BREAST STRIPS",40,0
MCDONALD'S,"MCDONALD'S,CHICK MCNUGGETS",44,0
MCDONALD'S,"MCDONALD'S,BARBEQUE SAU",0,34.31000137
MCDONALD'S,"MCDONALD'S,CREAMY RANCH SAU",21,3.450000048
MCDONALD'S,"MCDONALD'S,HONEY",0,74.31999969
MCDONALD'S,"MCDONALD'S,HOT MUSTARD SAU",0,21.76000023
MCDONALD'S,"MCDONALD'S,SPICY BUFFALO SAU",0,0
MCDONALD'S,"MCDONALD'S,SWT 'N SOUR SAU",0,35.79000092
MCDONALD'S,"MCDONALD'S,TANGY HONEY MUSTARD SAU",0,21.87999916
MCDONALD'S,"MCDONALD'S,BISCUIT,REG SIZE",0,2.960000038
MCDONALD'S,"MCDONALD'S,DELUXE WARM CINN ROLL",34,22.22999954
MCDONALD'S,"MCDONALD'S,HASH BROWNS",0,0.059999999
MCDONALD'S,"MCDONALD'S,SCRMBLD EGGS",427,0.25999999
MCDONALD'S,"MCDONALD'S,HOTCAKES (PLAIN)",13,8.840000153
MCDONALD'S,"MCDONALD'S,WARM CINN ROLL",58,24.63999939
MCDONALD'S,"MCDONALD'S,SAUSAGE PATTY",74,0.430000007
MCDONALD'S,"MCDONALD'S,BKD APPL PIE",0,17.25
MCDONALD'S,"MCDONALD'S,MCDONALDLAND CHOC CHIP COOKIES",65,33.86000061
MCDONALD'S,"MCDONALD'S,MCDONALDLAND COOKIES",0,24.12999916
MCDONALD'S,"MCDONALD'S,BACON,EGG & CHS MCGRIDDLES",147,9.56000042
MCDONALD'S,"MCDONALD'S,SAUSAGE MCGRIDDLES",24,11.22999954
MCDONALD'S,"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",132,7.900000095
MCDONALD'S,"MCDONALD'S,VANILLA TRIPLE THICK SHAKE",14,20.43000031
MCDONALD'S,"MCDONALD'S,CHOC TRIPLE THICK SHAKE",14,23.62999916
MCDONALD'S,"MCDONALD'S,STRAWBERRY TRIPLE THICK SHAKE",14,23.77000046
MCDONALD'S,"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",15,19.48999977
MCDONALD'S,"MCDONALD'S,STRAWBERRY SUNDAE",13,25.31999969
MCDONALD'S,"MCDONALD'S,HOT CARAMEL SUNDAE",16,23.54000092
MCDONALD'S,"MCDONALD'S,HOT FUDGE SUNDAE",13,26.88999939
MCDONALD'S,"MCDONALD'S,PNUTS (FOR SUNDAES)",0,4.150000095
MCDONALD'S,"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",16,24.37000084
MCDONALD'S,"MCDONALD'S,MCFLURRY W/ OREO COOKIES",15,21.19000053
MCDONALD'S,"MCDONALD'S,SAUSAGE BURRITO",153,1.25
MCDONALD'S,"MCDONALD'S,BIG BRKFST",173,0.930000007
MCDONALD'S,"MCDONALD'S,APPL DIPPERS",0,9.199999809
MCDONALD'S,"MCDONALD'S,LOFAT CARAMEL SAU",12,43.20999908
MCDONALD'S,"MCDONALD'S,DOUBLE CHEESEBURGER",48,4.659999847
MCDONALD'S,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS",57,3.49000001
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",13,7.789999962
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",35,3
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",0,6.739999771
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",32,6.570000172
MCDONALD'S,"MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)",35,3.700000048
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY",33,3.789999962
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY (WITHOUT MAYONNAISE)",31,3.960000038
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS",37,3.829999924
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE)",34,4
MCDONALD'S,"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",22,4.159999847
MCDONALD'S,"MCDONALD'S,EGG MCMUFFIN",165,2.00999999
MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN",39,1.929999948
MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",154,1.570000052
MCDONALD'S,"MCDONALD'S,BACON EGG & CHS BISCUIT",167,2.180000067
MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT",29,1.970000029
MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",152,1.429999948
MCDONALD'S,"MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE",109,9.880000114
MCDONALD'S,"MCDONALD'S,HOTCAKES & SAUSAGE",19,17.29999924
MCDONALD'S,"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",9,20.57999992
MCDONALD'S,"MCDONALD'S,APPL DIPPERS W/ LOFAT CARAMEL SAU",3,17.21999931
MCDONALD'S,"MCDONALD'S,FRUIT & WALNUT SALAD",2,12.44999981
MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ GRILLED CHICK",24,1.610000014
MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ CRISPY CHICK",18,1.470000029
MCDONALD'S,"MCDONALD'S,CAESAR SALAD WO/ CHICK",5,2.079999924
MCDONALD'S,"MCDONALD'S,BACON RANCH SALAD W/ GRILLED CHICK",28,1.730000019
No Category,MCDONALD'S BACON RANCH SALAD W/ CRISPY CHICK,22,1.529999971
